Repository's Location,Branch,Author's GitHub ID,Author's Emails,Author's Display Name,Author's Git Author Name,Ignore Glob List
https://github.com/zhacatomn/ip.git,master,zhacatomn,,QUEK..HAUN,,
https://github.com/Infrix/ip.git,master,Infrix,,DAWS..N YI,,
https://github.com/bryanongjx/ip.git,master,bryanongjx,,ONG ..RYAN,bryanongjxairetec,
https://github.com/anshumaantgi/ip.git,master,anshumaantgi,,ANSH..YAGI,,
https://github.com/redHat-arko/ip.git,master,redHat-arko,,ARKO..HURI,Arkobrata Chaudhuri,
https://github.com/wxxedu/ip.git,master,wxxedu,,WANG..XUAN,Xiuxuan Wang,
https://github.com/PawanPatil19/ip.git,master,PawanPatil19,,PAWA..ATIL,,
https://github.com/igezt/ip.git,master,igezt,,PIER..HENG,,
https://github.com/WilliamHaiweiGu/ip.git,master,WilliamHaiweiGu,,GU H..IWEI,William Gu,
https://github.com/Mr-Teal/ip.git,master,Mr-Teal,,DING..HIYU,,
https://github.com/Jayanth-Balasubramanian/ip.git,master,Jayanth-Balasubramanian,,JAYA..NIAN,,
https://github.com/vsamarth/ip.git,master,vsamarth,,SAMA..ERMA,Samarth Verma,
https://github.com/mmaimer33/ip.git,master,mmaimer33,,RISH..LKAR,,
https://github.com/chen-jerry-junior/ip.git,master,chen-jerry-junior,,CHEN..ARUI,,
https://github.com/Lava-Iris/ip.git,master,Lava-Iris,,LAVA..SHRA,Lavanya Mishra,
https://github.com/Saha9616/ip.git,master,Saha9616,,SAHA..ASIJ,,
https://github.com/salty-flower/ip.git,master,salty-flower,,ZHAN.. JIE,,
https://github.com/HJ-PRK/ip.git,master,HJ-PRK,,PARK..NJIN,,
https://github.com/WindyCall/ip.git,master,WindyCall,,XIAO.. YAN,,
https://github.com/RubyNguyen07/ip.git,master,RubyNguyen07,,NGUY..NGOC,,
https://github.com/sarthak181/ip.git,master,sarthak181,,SART..XENA,,
https://github.com/CloudHill/ip.git,master,CloudHill,,RYO ..AWAN,,
https://github.com/Zeli0/ip.git,master,Zeli0,,KU Z..IJAH,,
https://github.com/cetigerlily/ip.git,master,cetigerlily,,CELE.. KAE,,
https://github.com/cmang12/ip.git,master,cmang12,,CARM.. ANG,Carmen,
https://github.com/Diamondroxxx/ip.git,master,Diamondroxxx,,MOHA..RYAN,,
https://github.com/lxz333/ip.git,master,lxz333,,LUO ..XIZI,,
https://github.com/vaidyanaath/ip.git,master,vaidyanaath,,SURE..AATH,Vaidyanaath Suresh,
https://github.com/panavdua/ip.git,master,panavdua,,PANA.. DUA,,
https://github.com/Flash161203/ip.git,master,Flash161203,,SRIN..RNAV,Aarnav Srinivasan,
https://github.com/joyngjr/ip.git,master,joyngjr,,JOY ..G RU,Joy Ng Jing Ru,
